index,issueArea,decisionDirection,partyWinning,voteDistribution,respondentType,rouge1,rouge2,rougeL,bert_f1
0,10.0,2.0,0.0,0.625,1,0.350844277673546,0.20187793427230047,0.18855534709193247,0.6426534652709961
1,8.0,1.0,0.0,0.6666666666666666,1,0.597079502433748,0.2598808879263671,0.23039480800432668,0.5975530743598938
2,2.0,1.0,1.0,1.0,2,0.43060109289617493,0.27680525164113784,0.22841530054644807,0.6825248599052429
3,1.0,1.0,0.0,0.6666666666666666,1,0.6409952606635071,0.34519572953736655,0.3045023696682464,0.6656458973884583
4,8.0,2.0,1.0,1.0,3,0.5296938399114718,0.2709486895533407,0.2183696053116931,0.6395003795623779
5,7.0,1.0,0.0,0.5555555555555556,3,0.503942921517086,0.2705749718151071,0.23807735636500188,0.5980836749076843
6,10.0,1.0,0.0,0.5555555555555556,1,0.5477855477855478,0.2707117852975496,0.25874125874125875,0.6167634725570679
7,8.0,1.0,1.0,0.8888888888888888,2,0.5952153110047848,0.2876318312559923,0.31387559808612436,0.6641688942909241
8,8.0,1.0,1.0,1.0,2,0.5877466251298028,0.33298647242455776,0.31360332294911736,0.6681261658668518
9,1.0,2.0,1.0,0.5555555555555556,1,0.5905617977528089,0.3049932523616734,0.24808988764044945,0.6375844478607178
10,2.0,2.0,1.0,0.5555555555555556,2,0.6355036171396772,0.28969359331476324,0.25598219254312743,0.6214140057563782
11,9.0,1.0,0.0,0.6666666666666666,1,0.5183547103051747,0.29747675962815406,0.24413976116762495,0.6409163475036621
12,5.0,1.0,1.0,0.625,2,0.5971370143149284,0.2968270214943705,0.2760736196319018,0.6977554559707642
13,4.0,2.0,0.0,1.0,3,0.28518057285180576,0.11097256857855363,0.1519302615193026,0.5875346064567566
14,2.0,1.0,1.0,1.0,1,0.6206896551724138,0.2934196332254585,0.18857758620689655,0.5542551279067993
15,1.0,1.0,0.0,0.5555555555555556,1,0.5716981132075472,0.2917847025495751,0.2377358490566038,0.6298128366470337
16,8.0,1.0,0.0,1.0,2,0.5504,0.2435897435897436,0.2832,0.6697158813476562
17,8.0,1.0,0.0,0.75,1,0.4587077449721866,0.25695931477516065,0.2644415917843389,0.6435491442680359
18,9.0,1.0,0.0,0.8888888888888888,1,0.583984375,0.31182795698924737,0.251953125,0.7252564430236816
19,1.0,1.0,0.0,1.0,1,0.5458860759493671,0.2678288431061806,0.25158227848101267,0.6651360988616943
20,12.0,2.0,0.0,0.5555555555555556,1,0.622093023255814,0.32363213038416766,0.29883720930232555,0.6897225379943848
21,2.0,1.0,1.0,1.0,2,0.5762064022933587,0.2974653275944524,0.22551361681796467,0.6488473415374756
22,3.0,2.0,1.0,1.0,1,0.5257575757575758,0.3078089461713419,0.296969696969697,0.6465213298797607
23,1.0,1.0,1.0,0.6666666666666666,2,0.6458752515090543,0.3595166163141994,0.2977867203219316,0.6578276753425598
24,2.0,2.0,1.0,1.0,1,0.4933741080530072,0.23061224489795917,0.2130479102956167,0.6330277919769287
25,8.0,2.0,0.0,1.0,2,0.5911458333333334,0.2972620599739244,0.27343749999999994,0.6411715149879456
26,2.0,1.0,0.0,0.6666666666666666,1,0.42145015105740186,0.23903177004538576,0.23262839879154082,0.661098837852478
27,9.0,1.0,0.0,1.0,3,0.456596035543404,0.25598904859685145,0.2583732057416268,0.6797080039978027
28,7.0,1.0,1.0,0.7777777777777778,3,0.27613028682547397,0.11873479318734795,0.14487117160913954,0.6058565378189087
29,10.0,2.0,0.0,0.6666666666666666,3,0.23228010247651582,0.15226689478186484,0.15542271562766866,0.6320253014564514
30,2.0,2.0,1.0,0.5555555555555556,1,0.6020236087689713,0.3375527426160338,0.28836424957841483,0.683088481426239
31,2.0,2.0,1.0,0.7777777777777778,1,0.5713062098501072,0.28632661808829835,0.24582441113490364,0.6304592490196228
32,2.0,1.0,1.0,1.0,2,0.546337515176042,0.29809639530174165,0.21367867260218534,0.65970778465271
33,2.0,2.0,1.0,0.7777777777777778,1,0.6362735381565907,0.27976190476190477,0.22398414271555994,0.676825761795044
34,9.0,1.0,0.0,0.8888888888888888,2,0.5879682179341656,0.2863636363636364,0.2894438138479001,0.6531044840812683
35,8.0,2.0,1.0,1.0,2,0.31911357340720214,0.16971713810316139,0.1883656509695291,0.6172270178794861
36,2.0,1.0,1.0,0.6666666666666666,2,0.4954545454545454,0.25295723384895363,0.2590909090909091,0.5622806549072266
37,1.0,2.0,1.0,0.5555555555555556,1,0.35315985130111527,0.1758139534883721,0.2016728624535316,0.6279829144477844
38,8.0,2.0,1.0,1.0,2,0.5605900948366701,0.34282700421940926,0.26659641728134886,0.6713337898254395
39,1.0,1.0,1.0,0.8888888888888888,2,0.5831842576028622,0.2555223880597015,0.20512820512820512,0.6259677410125732
40,2.0,2.0,1.0,0.5555555555555556,2,0.3382187147688839,0.1659142212189616,0.17474633596392333,0.6802260875701904
41,8.0,1.0,0.0,1.0,1,0.6574018126888217,0.33514821536600115,0.25619335347432026,0.6492378115653992
42,10.0,2.0,0.0,0.5555555555555556,1,0.39801611903285805,0.19665012406947888,0.17792932424054556,0.6075881123542786
43,10.0,2.0,1.0,1.0,1,0.5815217391304349,0.2100108813928183,0.2076086956521739,0.6073409914970398
44,8.0,2.0,0.0,1.0,2,0.42330558858501777,0.22976190476190478,0.23781212841854935,0.6662439107894897
45,1.0,1.0,0.0,0.8888888888888888,1,0.592274678111588,0.3236276849642004,0.2565569861707201,0.6273177862167358
46,8.0,1.0,1.0,1.0,1,0.2705078125,0.13294232649071355,0.14257812499999997,0.628479540348053
47,2.0,1.0,0.0,1.0,0,0.48275862068965514,0.25023342670401494,0.2572227399813607,0.6793989539146423
48,2.0,1.0,0.0,1.0,1,0.5810877021068104,0.31976459048553213,0.24301812836844686,0.6657424569129944
49,2.0,1.0,1.0,1.0,2,0.5578544061302682,0.2701458173445894,0.29578544061302686,0.6479501128196716
50,1.0,2.0,1.0,0.7777777777777778,1,0.6440111420612813,0.3368655883993308,0.3142061281337048,0.6688774824142456
51,8.0,1.0,0.0,0.8888888888888888,3,0.6038647342995169,0.35396518375241787,0.2917874396135266,0.6462655067443848
52,8.0,2.0,1.0,1.0,1,0.6104417670682731,0.33145615446500404,0.3357429718875502,0.6582380533218384
53,2.0,2.0,0.0,0.5555555555555556,3,0.6303387334315169,0.35577395577395576,0.30633284241531666,0.6796723008155823
54,9.0,2.0,0.0,0.6666666666666666,1,0.5992337164750958,0.2563315425940138,0.2528735632183908,0.6709926724433899
55,1.0,2.0,1.0,0.8888888888888888,1,0.6157894736842106,0.3614775725593668,0.35000000000000003,0.7093428373336792
56,1.0,2.0,1.0,0.6666666666666666,1,0.5540871267743515,0.29593336599706027,0.24571708272148796,0.666019082069397
57,9.0,1.0,1.0,0.6666666666666666,4,0.45373134328358206,0.21823617339312404,0.24626865671641793,0.6350644826889038
58,3.0,2.0,0.0,0.6666666666666666,2,0.5061466723187792,0.19855748833262624,0.18482407799915218,0.6176874041557312
59,12.0,1.0,0.0,0.5555555555555556,2,0.6276747503566334,0.33285714285714285,0.2724679029957204,0.6981675028800964
60,1.0,2.0,0.0,1.0,2,0.5850706119704102,0.2841750841750842,0.2797579018157364,0.6982873678207397
61,2.0,2.0,1.0,0.6666666666666666,1,0.5405660377358491,0.25401322001888577,0.2452830188679245,0.6277920007705688
62,1.0,1.0,0.0,0.5555555555555556,1,0.40831758034026466,0.1979823455233291,0.15500945179584122,0.6335413455963135
63,1.0,2.0,1.0,1.0,1,0.6056991385023194,0.3158593231585932,0.29953611663353213,0.6877594590187073
64,13.0,2.0,1.0,0.8888888888888888,1,0.5950752393980848,0.289041095890411,0.25034199726402184,0.6475237011909485
65,2.0,1.0,1.0,0.5555555555555556,2,0.5914477073673364,0.3011861784424961,0.21947449768160743,0.637731671333313
66,3.0,2.0,0.0,0.75,2,0.4600280504908835,0.2542134831460674,0.28892005610098176,0.628440797328949
67,1.0,2.0,1.0,0.5555555555555556,1,0.547661870503597,0.2988298829882988,0.21402877697841727,0.6200403571128845
68,8.0,1.0,0.0,1.0,3,0.5570400822199384,0.29218106995884774,0.289825282631038,0.6368222236633301
69,8.0,1.0,1.0,0.625,3,0.5989717223650386,0.31145431145431146,0.31619537275064263,0.6649612784385681
70,10.0,2.0,1.0,1.0,1,0.630359212050985,0.3213457076566125,0.2769409038238702,0.6563756465911865
71,8.0,2.0,0.0,0.6666666666666666,3,0.6074619022595902,0.31246712256707,0.2438255386232265,0.617358922958374
72,2.0,2.0,0.0,0.7777777777777778,3,0.4775687409551375,0.1927536231884058,0.21128798842257598,0.6638986468315125
73,4.0,1.0,1.0,1.0,1,0.4311657879320445,0.2428152492668622,0.22378441710603397,0.632602334022522
74,1.0,1.0,1.0,1.0,2,0.5955555555555556,0.24916573971078976,0.24555555555555555,0.6292745471000671
75,1.0,2.0,1.0,0.6666666666666666,1,0.6071428571428572,0.3162236480293309,0.2765567765567766,0.6489461064338684
76,8.0,1.0,0.0,1.0,4,0.6359322033898305,0.2606924643584521,0.26169491525423727,0.6579179763793945
77,8.0,2.0,1.0,1.0,2,0.6292559899117276,0.3434343434343434,0.24716267339218162,0.6573919057846069
78,2.0,2.0,1.0,1.0,2,0.5463631315935591,0.2990550305725403,0.24652970571904498,0.5937010049819946
79,1.0,1.0,0.0,0.7777777777777778,1,0.6391076115485564,0.3324572930354796,0.3267716535433071,0.6731979846954346
80,9.0,1.0,0.0,0.6666666666666666,1,0.5403128760529483,0.23012048192771084,0.23586040914560769,0.6576976180076599
81,9.0,1.0,1.0,0.5555555555555556,3,0.6067019400352733,0.3272513243084167,0.2857142857142857,0.6742554306983948
82,9.0,1.0,1.0,0.5555555555555556,2,0.6173633440514469,0.27044430135222153,0.2726688102893891,0.6476948857307434
83,10.0,2.0,0.0,1.0,2,0.5576828669612175,0.27518427518427513,0.256259204712813,0.6634106636047363
84,8.0,2.0,1.0,0.875,3,0.6140350877192982,0.3305785123966942,0.31682146542827655,0.6416009664535522
85,1.0,2.0,1.0,0.8888888888888888,1,0.606030647553139,0.31667491340920334,0.26495304003954523,0.688754141330719
86,1.0,2.0,1.0,0.8888888888888888,1,0.5745734727572922,0.2490358126721763,0.2564667033571822,0.6794679164886475
87,2.0,1.0,1.0,0.875,1,0.6309148264984227,0.3673684210526315,0.3038906414300736,0.6856608986854553
88,1.0,1.0,1.0,1.0,2,0.6582430806257521,0.30361445783132535,0.24428399518652227,0.6317009925842285
89,1.0,2.0,0.0,0.5555555555555556,2,0.503391107761869,0.24150943396226418,0.25772418990203466,0.6033713817596436
90,1.0,2.0,1.0,0.625,3,0.5866050808314088,0.26074895977808604,0.2254041570438799,0.5887091755867004
91,8.0,2.0,1.0,1.0,4,0.4896401308615049,0.2445414847161572,0.23991275899672845,0.6060071587562561
92,8.0,2.0,1.0,1.0,1,0.6648291069459757,0.33885209713024284,0.26681367144432194,0.6344742178916931
93,7.0,1.0,1.0,0.5555555555555556,2,0.6385079539221065,0.30642504118616143,0.24026330224904005,0.6955826878547668
94,10.0,1.0,1.0,1.0,2,0.5,0.26061493411420206,0.25584795321637427,0.6684214472770691
95,1.0,2.0,1.0,0.6666666666666666,1,0.6150773839241138,0.2868565717141429,0.23364952571143285,0.7026981115341187
96,10.0,2.0,0.0,1.0,2,0.605277933745087,0.25182686902754353,0.24705221785513756,0.6736417412757874
97,9.0,1.0,0.0,0.5555555555555556,2,0.5689729265148259,0.3225806451612903,0.243231628706489,0.6609481573104858
98,4.0,2.0,1.0,1.0,1,0.5521628498727735,0.267515923566879,0.26081424936386766,0.6459798216819763
99,1.0,1.0,1.0,1.0,2,0.6491043203371971,0.33333333333333337,0.2961011591148578,0.6635540127754211
100,8.0,2.0,1.0,0.6666666666666666,3,0.4901511681172699,0.23750573131591013,0.2574438845625286,0.6386291980743408
101,2.0,2.0,1.0,1.0,1,0.6446621970087674,0.38203407330924105,0.370293965961836,0.6547067761421204
102,4.0,2.0,1.0,0.5555555555555556,1,0.5681186283595923,0.2680890538033395,0.2428174235403151,0.6520993113517761
103,8.0,1.0,1.0,1.0,1,0.5663157894736843,0.291886195995785,0.2568421052631579,0.6795414686203003
104,8.0,1.0,1.0,1.0,3,0.6046153846153847,0.36671802773497686,0.2938461538461538,0.7060361504554749
105,4.0,2.0,1.0,0.7777777777777778,1,0.5499681731381286,0.28935627788400253,0.3017186505410566,0.6203819513320923
106,6.0,1.0,1.0,0.5555555555555556,2,0.5203103605659516,0.22110552763819094,0.24372432679141942,0.6693634986877441
107,8.0,1.0,0.0,0.7777777777777778,3,0.6496815286624203,0.37194473963868224,0.25690021231422505,0.6810163855552673
108,1.0,1.0,1.0,0.5555555555555556,2,0.5227177990829512,0.19858156028368795,0.18090871196331806,0.6477594971656799
109,5.0,1.0,0.0,1.0,1,0.5342465753424658,0.2980049875311721,0.26774595267745954,0.641666054725647
110,1.0,2.0,1.0,0.5555555555555556,1,0.5761689291101056,0.2908907901358832,0.2393162393162393,0.6433833837509155
111,1.0,1.0,1.0,1.0,2,0.5273579989577906,0.24308815858111635,0.2542991141219385,0.6598894000053406
112,8.0,1.0,1.0,1.0,1,0.59244126659857,0.3091095189355169,0.2941777323799796,0.7023102045059204
113,1.0,2.0,0.0,0.5555555555555556,2,0.4291272929405225,0.23817473567056205,0.24902723735408558,0.663045346736908
114,2.0,2.0,1.0,0.7777777777777778,1,0.5248651887357698,0.2723455308938212,0.2456560814859197,0.6611574292182922
115,10.0,2.0,1.0,0.5555555555555556,2,0.6273224043715848,0.27024070021881835,0.23715846994535522,0.6000629663467407
116,8.0,1.0,0.0,1.0,2,0.5938615274803711,0.25875625446747674,0.24696645253390437,0.6769385933876038
117,1.0,2.0,1.0,0.5555555555555556,1,0.5611083621969322,0.266468548786528,0.25630875804057396,0.6749483346939087
118,12.0,2.0,1.0,1.0,1,0.524945770065076,0.2404055032585083,0.24295010845986986,0.6595955491065979
119,1.0,1.0,1.0,1.0,2,0.5962671905697446,0.26647000983284175,0.23673870333988212,0.6800007820129395
120,1.0,1.0,0.0,0.5555555555555556,1,0.6224433388612493,0.302158273381295,0.26091763405196244,0.6989091634750366
121,9.0,2.0,1.0,1.0,2,0.5696385542168675,0.3106608779546551,0.27469879518072293,0.653618574142456
122,6.0,2.0,0.0,1.0,2,0.66738894907909,0.3731019522776573,0.3412784398699891,0.6428128480911255
123,1.0,2.0,1.0,1.0,1,0.5928393005828476,0.24186822351959966,0.24646128226477934,0.6505942940711975
124,2.0,1.0,1.0,0.5555555555555556,1,0.5330033003300331,0.24855491329479767,0.21617161716171618,0.6157717704772949
125,1.0,1.0,0.0,1.0,1,0.5824665676077266,0.2604166666666667,0.26151560178306094,0.6751391291618347
126,9.0,2.0,1.0,1.0,2,0.6036900369003689,0.28824833702882485,0.30258302583025826,0.6601547598838806
127,10.0,2.0,0.0,1.0,1,0.5552677029360967,0.2904062229904926,0.21848013816925732,0.640814483165741
128,2.0,2.0,1.0,0.5555555555555556,2,0.380952380952381,0.2112251056125528,0.1940928270042194,0.6632117033004761
129,5.0,1.0,1.0,1.0,2,0.5789473684210527,0.2936746987951807,0.24210526315789474,0.682318925857544
130,1.0,1.0,1.0,1.0,2,0.6103717301514456,0.32889297197978873,0.2634235888022028,0.6250681281089783
131,1.0,1.0,1.0,0.7777777777777778,2,0.6080114449213162,0.31661891117478513,0.30185979971387694,0.6409094333648682
132,4.0,2.0,0.0,0.5555555555555556,2,0.5390492359932088,0.24129141886151234,0.21477079796264856,0.6346419453620911
133,2.0,1.0,1.0,0.5555555555555556,2,0.5635514018691589,0.2516370439663237,0.21401869158878506,0.567226767539978
134,8.0,1.0,0.0,0.5555555555555556,2,0.6211245401996845,0.27248816412414517,0.20599054125065686,0.6736152172088623
135,2.0,1.0,0.0,0.5555555555555556,1,0.5623268698060943,0.28294036061026345,0.23684210526315788,0.6648892760276794
136,10.0,2.0,0.0,0.6666666666666666,2,0.5769633507853402,0.2620545073375262,0.23664921465968586,0.6366990208625793
137,8.0,1.0,1.0,0.6666666666666666,4,0.5463328941589812,0.28395604395604396,0.2424242424242424,0.6222956776618958
138,1.0,2.0,0.0,0.5555555555555556,1,0.5557011795543906,0.18241469816272965,0.19790301441677585,0.6183508038520813
139,3.0,2.0,1.0,0.6666666666666666,2,0.5644876325088339,0.3085764809902741,0.24823321554770317,0.6321572661399841
140,8.0,2.0,0.0,1.0,0,0.6048834628190899,0.34777777777777774,0.2774694783573807,0.6915969848632812
141,5.0,2.0,0.0,0.875,2,0.5430463576158941,0.19159911569638907,0.1972038263428992,0.6389601826667786
142,9.0,2.0,1.0,1.0,4,0.6000937646507267,0.32754575316752693,0.26629160806375995,0.6769813299179077
143,8.0,1.0,1.0,0.7777777777777778,1,0.5265797392176529,0.29819277108433734,0.31795386158475425,0.6440533399581909
144,1.0,2.0,1.0,1.0,1,0.5353075170842825,0.2554161915621437,0.21298405466970385,0.5587173700332642
145,1.0,2.0,1.0,1.0,1,0.653816499614495,0.3382239382239382,0.3145720894371627,0.6617518067359924
146,1.0,1.0,1.0,1.0,2,0.6327356853672643,0.2976259409380428,0.2776171197223829,0.6999744772911072
147,3.0,2.0,0.0,0.5555555555555556,3,0.42412698412698413,0.20076238881829736,0.17269841269841268,0.621346652507782
148,8.0,2.0,0.0,0.7777777777777778,2,0.5082508250825082,0.29515418502202645,0.2761276127612761,0.6614588499069214
149,10.0,2.0,1.0,0.7777777777777778,2,0.5263157894736842,0.2108262108262108,0.2318634423897582,0.665412425994873
150,4.0,2.0,1.0,1.0,3,0.5599603567889,0.23809523809523808,0.2210109018830525,0.6401688456535339
151,8.0,2.0,1.0,0.75,3,0.48652639350313764,0.2379017362393794,0.21114802510151348,0.6463921070098877
152,8.0,2.0,0.0,1.0,2,0.6830382638492289,0.33047455688965127,0.29697315819531694,0.6582971811294556
153,1.0,1.0,0.0,0.6666666666666666,1,0.6134897360703812,0.2348796241926013,0.23343108504398827,0.6113491058349609
154,8.0,1.0,1.0,1.0,2,0.5616591928251121,0.22334455667789,0.2488789237668161,0.6591250896453857
155,1.0,2.0,1.0,0.5555555555555556,1,0.6056034482758621,0.28478964401294493,0.23060344827586207,0.6569817662239075
156,8.0,1.0,1.0,1.0,2,0.50171298058622,0.27580952380952384,0.19946707270650932,0.6918346881866455
157,7.0,1.0,1.0,0.5555555555555556,1,0.5042816365366318,0.21904761904761905,0.20647002854424357,0.6288368701934814
158,8.0,1.0,0.0,1.0,3,0.6199686356508103,0.29199372056514916,0.23941453214845793,0.6696455478668213
159,6.0,2.0,1.0,1.0,2,0.5649867374005305,0.3164893617021277,0.2413793103448276,0.6392523050308228
160,1.0,1.0,0.0,0.6666666666666666,1,0.6300236406619385,0.27928994082840236,0.2210401891252955,0.6755082607269287
161,1.0,1.0,1.0,1.0,2,0.6691919191919191,0.3666245259165613,0.28535353535353536,0.6836379766464233
162,3.0,1.0,0.0,1.0,1,0.5639097744360902,0.23548387096774193,0.2330827067669173,0.6521537899971008
163,8.0,2.0,1.0,1.0,2,0.5672550213024955,0.22425350396099938,0.2410225197808886,0.6299431920051575
164,5.0,2.0,1.0,0.6666666666666666,3,0.45443499392466585,0.21776155717761558,0.23207776427703525,0.6591479778289795
165,9.0,2.0,0.0,1.0,3,0.619047619047619,0.2951191827468786,0.20634920634920637,0.6414719223976135
166,8.0,2.0,1.0,1.0,2,0.5945205479452055,0.25102880658436216,0.2356164383561644,0.6602594256401062
167,1.0,1.0,0.0,1.0,1,0.5201560468140443,0.19921875000000003,0.22886866059817945,0.6656028628349304
168,2.0,2.0,0.0,1.0,2,0.4808935920047031,0.25662154208357857,0.22222222222222224,0.6107988953590393
169,5.0,1.0,1.0,1.0,1,0.4972562262558041,0.26024503591043513,0.23385394681300128,0.6191579103469849
170,3.0,1.0,1.0,0.5555555555555556,1,0.44201909959072305,0.21979522184300343,0.19577080491132332,0.6511454582214355
171,8.0,2.0,1.0,1.0,2,0.5494095711622126,0.2451773490976976,0.2647607209446861,0.6649575233459473
172,2.0,2.0,0.0,0.5555555555555556,3,0.5842044134727061,0.21511627906976746,0.20441347270615565,0.655099093914032
173,9.0,1.0,1.0,1.0,3,0.6465191581219644,0.31766612641815234,0.2676740420939018,0.6731345057487488
174,13.0,1.0,0.0,1.0,3,0.24789207419898818,0.1620253164556962,0.1349072512647555,0.6622548699378967
175,8.0,2.0,1.0,1.0,2,0.4937127729980146,0.27965540092776675,0.2303110522832561,0.557491660118103
176,10.0,2.0,1.0,1.0,3,0.5124740124740124,0.254942767950052,0.22972972972972974,0.6662210822105408
177,6.0,2.0,1.0,1.0,3,0.5682119205298014,0.24801061007957562,0.24768211920529803,0.6051818132400513
178,8.0,1.0,1.0,0.5555555555555556,1,0.5121313923105637,0.30257751214045575,0.2687569988801791,0.6618865132331848
179,8.0,2.0,1.0,0.6666666666666666,4,0.41259698767685987,0.1845591594335313,0.17069831127339113,0.6129608154296875
180,2.0,1.0,1.0,1.0,2,0.6113129216398546,0.26181818181818184,0.23456149455111577,0.6246038675308228
